"qkey","gender","use_facebook","use_twitter","news_social_media","age_cat","educ_cat","racethn","news_trust","ideology","misinformation"
"201501697082","Man",0,0,"Rarely","65+","Some College","White","Not at all","Conservative",1
"201501697631","Woman",1,0,"Often","30-49","HS Grad or Less","White","Not too much","Very Liberal",1
"201501697815","Man",0,0,"Sometimes","50-64","College Grad+","Asian","Not too much","Moderate",1
"201501698070","Man",1,0,"Sometimes","65+","College Grad+","White","Not at all","Conservative",2
"201501698468","Man",1,0,"Rarely","65+","Some College","White","Some","Conservative",1
"201501698672","Woman",1,0,"Sometimes","30-49","College Grad+","White","Some","Conservative",2
"201501699183","Woman",1,1,"Sometimes","30-49","Some College","Other","Not too much","Moderate",1
"201501699339","Man",1,0,"Sometimes","50-64","Some College","White","A lot","Conservative",2
"201501699378","Woman",1,0,"Never","65+","College Grad+","White","Not at all","Very Liberal",1
"201501699667","Man",0,1,"Sometimes","30-49","College Grad+","White","Some","Moderate",1
"201501700755","Man",1,1,"Sometimes","30-49","College Grad+","Hispanic","Not at all","Conservative",2
"201501700859","Woman",1,0,"Often","30-49","Some College","White","Some","Very Liberal",1
"201501701163","Man",1,1,"Never","50-64","College Grad+","Hispanic","Not at all","Conservative",2
"201501701762","Man",1,0,"Rarely","30-49","College Grad+","White","Not too much","Liberal",2
"201501701956","Man",1,1,"Sometimes","65+","College Grad+","White","Some","Moderate",2
"201501701962","Man",1,0,"Never","50-64","College Grad+","White","Not too much","Conservative",2
"201501702237","Man",1,0,"Never","65+","College Grad+","White","Not at all","Conservative",2
"201501703562","Man",1,0,"Never","30-49","Some College","White","Not at all","Moderate",2
"201501725406","Man",0,0,"Never","30-49","College Grad+","White","Not at all","Moderate",2
"201501725816","Woman",1,1,"Never","65+","Some College","White","Some","Conservative",1
"201501726288","Man",1,0,"Sometimes","30-49","College Grad+","Hispanic","Some","Liberal",1
"201501726770","Woman",1,0,"Often","50-64","Some College","Black","Not too much","Moderate",2
"201501727285","Man",1,0,"Often","30-49","College Grad+","Asian","Some","Moderate",1
"201501727377","Woman",1,0,"Sometimes","50-64","College Grad+","White","Not too much","Liberal",1
"201501728313","Man",1,1,"Sometimes","65+","Some College","White","Not too much","Moderate",1
"201501728454","Man",0,0,"Rarely","30-49","College Grad+","Hispanic","Not too much","Liberal",1
"201501729167","Man",0,0,"Sometimes","30-49","College Grad+","White","Not too much","Very Liberal",1
"201501729282","Man",1,0,"Sometimes","65+","College Grad+","White","Not too much","Liberal",1
"201501729367","Woman",1,0,"Sometimes","50-64","Some College","Other","Not too much","Conservative",2
"201501729858","Woman",NA,0,"Rarely","30-49","College Grad+","White","Not at all","Conservative",2
"201501730234","Woman",0,0,"Never","65+","HS Grad or Less","White","Not at all","Moderate",2
"201501731289","Woman",1,1,"Sometimes","50-64","HS Grad or Less","Black","Some","Liberal",2
"201501732764","Woman",1,0,"Never","65+","Some College","White","Not at all","Conservative",2
"201501733086","Woman",1,0,"Never","65+","College Grad+","Other","Not too much","Conservative",2
"201501734381","Woman",0,0,"Sometimes","30-49","College Grad+","White","Not too much","Very Liberal",1
"201501735493","Man",1,1,"Rarely","30-49","College Grad+","Hispanic","Not at all","Moderate",1
"201501735501","Man",0,0,"Rarely","30-49","College Grad+","Asian","Some","Liberal",2
"201501735701","Other",1,0,"Sometimes","50-64","College Grad+","Black","Some","Very Conservative",2
"201501735882","Woman",1,0,"Often","50-64","Some College","White","Some","Conservative",2
"201501735950","Woman",1,1,"Sometimes","65+","HS Grad or Less","White","Not too much","Liberal",1
"201501736864","Man",1,0,"Sometimes","30-49","Some College","White","Not too much","Moderate",1
"201501737727","Man",1,0,"Rarely","50-64","College Grad+","White","Not too much","Very Conservative",2
"201501738160","Man",1,0,"Never","65+","Some College","White","Not too much","Very Conservative",2
"201501738649","Man",1,1,"Sometimes","30-49","College Grad+","White","Not too much","Moderate",1
"201501739462","Woman",1,0,"Sometimes","30-49","College Grad+","Black","Some","Moderate",1
"201501739676","Man",1,0,"Rarely","65+","College Grad+","White","Not too much","Conservative",2
"201501739839","Man",1,0,"Sometimes","30-49","College Grad+","White","Not too much","Very Liberal",1
"201501786563","Man",1,0,"Sometimes","30-49","College Grad+","White","Not too much","Conservative",1
"201501786595","Man",0,0,"Never","50-64","College Grad+","White","Not at all","Moderate",1
"201501787357","Woman",1,0,"Never","50-64","Some College","White","Not at all","Very Conservative",2
"201501789389","Woman",1,1,"Sometimes","50-64","Some College","White","Some","Very Conservative",2
"201501791973","Man",0,0,"Never","65+","College Grad+","White","Not at all","Liberal",1
"201501793399","Woman",1,0,"Never","65+","Some College","White","Not at all","Moderate",2
"201501794979","Man",1,1,"Sometimes","30-49","College Grad+","White","Not too much","Liberal",1
"201501797997","Woman",1,0,"Often","30-49","College Grad+","White","Not at all","Very Conservative",2
"201701201656","Woman",1,0,"Never","65+","Some College","White","Not at all","Very Conservative",2
"201701201902","Woman",1,0,"Never","65+","HS Grad or Less","Other","Not at all","Conservative",2
"201701204395","Man",0,0,"Never","50-64","College Grad+","White","Not at all","Moderate",1
"201701206738","Woman",1,1,"Sometimes","50-64","Some College","Other","Not at all","Conservative",2
"201701208231","Man",1,0,"Rarely","65+","College Grad+","White","Not too much","Liberal",2
"201701209591","Woman",1,NA,"Often","65+","Some College","Hispanic","Some","Moderate",1
"201701209983","Woman",1,0,"Never","65+","Some College","White","Not too much","Moderate",1
"201701210590","Man",1,1,"Often","65+","College Grad+","White","Some","Conservative",2
"201701215683","Woman",0,0,"Never","65+","Some College","White","Not at all","Very Conservative",2
"201701216349","Man",0,0,"Never","50-64","College Grad+","Hispanic","Not at all","Conservative",1
"201701218985","Man",0,0,"Rarely","18-29","Some College","Hispanic","Not too much","Moderate",2
"201701219942","Man",0,0,"Sometimes","65+","College Grad+","White","Not too much","Very Liberal",1
"201701223468","Woman",1,1,"Never","50-64","Some College","Other","Not at all","Very Liberal",1
"201701226591","Man",1,1,"Rarely","50-64","HS Grad or Less","White","Not too much","Moderate",2
"201701226693","Woman",0,0,"Never","65+","College Grad+","Black","Not at all","Very Conservative",2
"201701228699","Man",0,0,"Never","65+","College Grad+","White","Not at all","Moderate",1
"201701237878","Woman",1,1,"Sometimes","50-64","Some College","White","Some","Liberal",2
"201701239112","Woman",0,0,"Rarely","50-64","College Grad+","Hispanic","Some","Very Conservative",2
"201701239730","Woman",1,0,"Rarely","65+","HS Grad or Less","White","Not too much","Very Conservative",2
"201701239846","Woman",0,0,"Rarely","50-64","Some College","Hispanic","Not too much","Conservative",2
"201701241137","Man",1,0,"Never","65+","College Grad+","White","Not too much","Very Liberal",1
"201701241672","Woman",0,0,"Never","65+","College Grad+","White","Not at all","Liberal",1
"201701242137","Woman",1,0,"Rarely","50-64","College Grad+","White","Not too much","Moderate",1
"201701242501","Woman",1,0,"Sometimes","65+","College Grad+","White","Not too much","Liberal",1
"201701243839","Man",1,NA,"Never","65+","HS Grad or Less","White","Not at all","Conservative",1
"201701247583","Woman",0,0,"Never","65+","Some College","Black","Not at all","Moderate",2
"201701250933","Man",1,0,"Never","50-64","HS Grad or Less","White","Not too much","Moderate",2
"201701256892","Man",1,0,"Rarely","30-49","College Grad+","White","Not too much","Very Liberal",1
"201701257013","Man",1,1,"Often","50-64","Some College","White","Some","Very Conservative",2
"201701258107","Woman",1,NA,"Rarely","65+","Some College","Black","Not at all","Moderate",1
"201701258191","Man",0,1,"Sometimes","50-64","College Grad+","White","Not too much","Conservative",2
"201701258551","Woman",1,1,"Sometimes","50-64","College Grad+","White","Not too much","Moderate",2
"201701259134","Man",1,0,"Sometimes","65+","Some College","Hispanic","Some","Moderate",2
"201701265692","Man",1,0,"Rarely","30-49","HS Grad or Less","Other","Not too much","Conservative",2
"201701275532","Man",1,1,"Rarely","30-49","College Grad+","Other","Not at all","Very Conservative",2
"201701277969","Woman",1,0,"Often","50-64","HS Grad or Less","White","Some","Liberal",1
"201701284001","Man",0,0,"Never","65+","Some College","White","Not at all","Moderate",1
"201701289656","Woman",1,1,"Sometimes","65+","College Grad+","White","Not too much","Conservative",2
"201701289895","Woman",0,0,"Never","65+","HS Grad or Less","White","Not at all","Moderate",1
"201701290295","Woman",1,0,"Sometimes","65+","Some College","White","Some","Conservative",2
"201701600071","Other",0,0,"Never","50-64","Some College","White","Some","Moderate",2
"201701601037","Man",0,0,"Never","30-49","College Grad+","White","Not too much","Liberal",1
"201701601497","Woman",1,0,"Rarely","50-64","College Grad+","White","Not at all","Moderate",1
"201701602394","Woman",1,0,"Often","50-64","College Grad+","Asian","A lot","Very Liberal",2
"201701602937","Woman",NA,NA,"Never","65+","Some College","White","Not at all","Conservative",2
"201701602961","Man",1,1,"Often","18-29","College Grad+","White","Some","Very Liberal",2
"201701603048","Man",0,0,"Sometimes","50-64","College Grad+","White","A lot","Very Conservative",2
"201701603190","Man",0,0,"Never","30-49","College Grad+","White","Not too much","Very Liberal",1
"201701603465","Woman",0,0,"Never","65+","College Grad+","White","Not at all","Conservative",2
"201701605425","Woman",0,0,"Never","65+","College Grad+","White","Not at all","Very Conservative",2
"201701605699","Woman",1,0,"Sometimes","30-49","HS Grad or Less","White","Not too much","Conservative",2
"201701606150","Woman",1,1,"Often","18-29","College Grad+","Other","Some","Liberal",2
"201701606521","Woman",1,0,"Sometimes","30-49","College Grad+","White","Not too much","Conservative",1
"201701607476","Woman",1,1,"Never","50-64","Some College","White","Not too much","Very Liberal",1
"201701607480","Woman",1,1,"Sometimes","18-29","College Grad+","White","Some","Very Liberal",2
"201701608387","Woman",1,0,"Never","65+","HS Grad or Less","White","Some","Conservative",2
"201701608671","Woman",1,0,"Never","50-64","HS Grad or Less","Hispanic","A lot","Moderate",1
"201701609441","Man",0,0,"Never","30-49","College Grad+","White","Not at all","Moderate",1
"201701609785","Man",0,0,"Sometimes","30-49","College Grad+","White","Not too much","Liberal",1
"201701610261","Man",1,0,"Never","65+","Some College","White","Not too much","Moderate",1
"201701610403","Woman",0,0,"Rarely","65+","College Grad+","Other","Some","Moderate",1
"201701610536","Woman",1,0,"Sometimes","18-29","College Grad+","Hispanic","Not too much","Conservative",2
"201701610762","Man",1,1,"Sometimes","18-29","College Grad+","White","Not too much","Moderate",2
"201701610930","Woman",1,1,"Often","30-49","College Grad+","Hispanic","Some","Conservative",1
"201701610964","Woman",1,0,"Rarely","50-64","College Grad+","Other","Not too much","Conservative",2
"201701611060","Man",0,0,"Rarely","30-49","College Grad+","Black","Not too much","Moderate",1
"201701611096","Woman",1,0,"Often","18-29","College Grad+","Asian","Not too much","Very Liberal",1
"201701612453","Man",1,0,"Sometimes","65+","Some College","White","Not at all","Conservative",1
"201701612823","Woman",0,0,"Often","18-29","College Grad+","Asian","Some","Very Liberal",2
"201701613286","Man",1,0,"Rarely","65+","Some College","White","Not too much","Very Conservative",2
"201701615366","Woman",0,0,"Never","65+","College Grad+","White","Not at all","Conservative",2
"201701616800","Man",0,0,"Often","65+","Some College","White","Not too much","Very Liberal",2
"201701617953","Woman",1,0,"Sometimes","50-64","College Grad+","White","Not at all","Conservative",2
"201701618677","Man",1,1,"Sometimes","30-49","HS Grad or Less","White","Not too much","Conservative",2
"201701619456","Man",0,0,"Never","65+","College Grad+","White","Not at all","Liberal",1
"201701620576","Man",0,1,"Rarely","30-49","College Grad+","Hispanic","Some","Moderate",1
"201701621299","Man",0,1,"Sometimes","30-49","College Grad+","White","Some","Liberal",2
"201701622238","Man",1,1,"Rarely","50-64","College Grad+","White","Not too much","Moderate",2
"201701622534","Man",1,1,"Sometimes","30-49","College Grad+","Black","Some","Very Liberal",2
"201701623102","Woman",1,0,"Never","65+","Some College","White","Not too much","Moderate",1
"201701624259","Woman",1,NA,"Rarely","50-64","HS Grad or Less","Hispanic","Some","Moderate",1
"201701624795","Man",1,1,"Never","50-64","Some College","White","Not too much","Moderate",1
"201701625140","Woman",1,0,"Sometimes","30-49","Some College","Other","Not too much","Moderate",2
"201701627727","Woman",1,0,"Rarely","65+","College Grad+","Black","Not too much","Liberal",1
"201701629223","Man",0,0,"Never","50-64","College Grad+","Black","Not at all","Conservative",2
"201701629496","Man",0,0,"Never","30-49","College Grad+","White","Not at all","Conservative",2
"201701629537","Man",1,0,"Never","65+","College Grad+","White","Not at all","Conservative",2
"201701634066","Man",1,1,"Never","65+","College Grad+","White","Not too much","Liberal",1
"201701634255","Man",1,0,"Sometimes","65+","College Grad+","White","Not at all","Conservative",2
"201701634759","Man",1,1,"Often","18-29","College Grad+","Asian","A lot","Liberal",1
"201701635609","Woman",1,1,"Sometimes","50-64","Some College","White","Some","Liberal",1
"201701636662","Man",1,1,"Often","30-49","College Grad+","White","Not at all","Liberal",2
"201701637121","Man",0,0,"Rarely","30-49","College Grad+","White","Not at all","Conservative",2
"201701639224","Man",0,0,"Never","50-64","College Grad+","White","Not at all","Very Liberal",1
"201701639508","Woman",1,0,"Never","65+","College Grad+","White","Not too much","Conservative",2
"201701640014","Woman",1,1,"Rarely","30-49","College Grad+","White","Not at all","Very Liberal",2
"201701640336","Woman",1,1,"Sometimes","30-49","Some College","White","Some","Conservative",1
"201701640523","Man",0,1,"Rarely","30-49","Some College","Hispanic","Not too much","Moderate",1
"201701641473","Man",0,0,"Sometimes","18-29","College Grad+","Asian","Some","Liberal",1
"201701641615","Woman",1,0,"Never","65+","Some College","Other","Not at all","Conservative",1
"201701643011","Man",1,0,"Rarely","30-49","College Grad+","White","Not too much","Moderate",1
"201701643053","Woman",0,1,"Often","18-29","HS Grad or Less","Black","Some","Very Liberal",1
"201701643175","Woman",1,0,"Rarely","65+","College Grad+","White","Not too much","Conservative",2
"201701643262","Man",0,0,"Sometimes","30-49","College Grad+","Other","Not too much","Conservative",2
"201701643388","Man",1,1,"Rarely","50-64","College Grad+","Black","Not too much","Moderate",2
"201701643469","Man",1,1,"Rarely","65+","College Grad+","White","Not too much","Very Conservative",2
"201701645957","Man",1,0,"Sometimes","50-64","HS Grad or Less","Black","Some","Conservative",1
"201701646732","Woman",1,0,"Often","30-49","College Grad+","Black","Not too much","Liberal",2
"201701647496","Man",1,0,"Rarely","50-64","College Grad+","White","Not too much","Moderate",1
"201701647575","Man",1,0,"Sometimes","30-49","Some College","Other","Some","Liberal",1
"201701647711","Man",0,0,"Never","50-64","College Grad+","White","Not too much","Liberal",1
"201701648316","Woman",1,0,"Sometimes","50-64","HS Grad or Less","White","Not at all","Moderate",1
"201701649279","Woman",1,0,"Sometimes","30-49","Some College","White","Not at all","Very Conservative",1
"201701649728","Man",1,1,"Sometimes","30-49","Some College","Black","Some","Conservative",1
"201701651035","Man",0,1,"Rarely","50-64","College Grad+","White","Not too much","Liberal",1
"201701651701","Woman",1,0,"Sometimes","65+","HS Grad or Less","Black","Some","Moderate",1
"201701651794","Man",1,0,"Sometimes","30-49","College Grad+","White","Some","Moderate",1
"201701652152","Woman",1,0,"Rarely","50-64","College Grad+","White","Not too much","Moderate",2
"201701653417","Man",1,0,"Rarely","30-49","College Grad+","Asian","Not too much","Moderate",1
"201701657354","Man",NA,0,"Sometimes","50-64","HS Grad or Less","White","Not at all","Very Conservative",2
"201701658645","Woman",0,0,"Rarely","18-29","College Grad+","Asian","Not too much","Liberal",1
"201701660510","Man",1,0,"Never","65+","College Grad+","White","Not at all","Very Liberal",2
"201701660516","Woman",0,0,"Never","30-49","College Grad+","White","Not too much","Very Liberal",1
"201701661147","Woman",1,1,"Sometimes","30-49","Some College","Black","Not too much","Moderate",2
"201701662260","Woman",1,0,"Sometimes","30-49","College Grad+","Other","Not at all","Moderate",2
"201701662558","Man",1,0,"Rarely","30-49","HS Grad or Less","White","Not at all","Conservative",2
"201701662714","Woman",1,0,"Rarely","65+","HS Grad or Less","White","Some","Moderate",1
"201701665582","Man",0,1,"Rarely","30-49","College Grad+","Hispanic","Not too much","Liberal",2
"201701665792","Woman",1,0,"Never","50-64","Some College","Black","Not at all","Conservative",2
"201701666727","Man",0,1,"Sometimes","30-49","College Grad+","Asian","Not too much","Liberal",2
"201701668073","Woman",1,0,"Sometimes","30-49","HS Grad or Less","Black","Not too much","Conservative",2
"201701669369","Woman",0,NA,"Sometimes","65+","College Grad+","White","Not too much","Moderate",2
"201701669764","Man",0,0,"Never","30-49","College Grad+","White","Not at all","Moderate",2
"201701670581","Woman",1,1,"Sometimes","30-49","HS Grad or Less","Black","Some","Conservative",1
"201701671805","Woman",1,0,"Never","50-64","Some College","White","Not at all","Moderate",1
"201701675153","Man",1,0,"Never","65+","HS Grad or Less","White","Not at all","Conservative",2
"201701675847","Woman",0,1,"Rarely","30-49","HS Grad or Less","White","Not too much","Moderate",2
"201701677878","Man",0,0,"Rarely","50-64","Some College","White","Not at all","Liberal",1
"201701678401","Woman",1,0,"Often","18-29","College Grad+","White","Not too much","Liberal",2
"201701678593","Woman",0,0,"Never","65+","College Grad+","White","Not too much","Conservative",2
"201701679157","Woman",1,0,"Never","50-64","College Grad+","White","Not too much","Very Conservative",2
"201701680038","Man",1,1,"Sometimes","65+","College Grad+","White","Not too much","Moderate",1
"201701681844","Woman",1,0,"Rarely","50-64","College Grad+","Asian","Not too much","Liberal",2
"201701682656","Woman",1,0,"Sometimes","65+","Some College","White","Not at all","Conservative",2
"201701684328","Woman",1,0,"Sometimes","65+","Some College","White","Not too much","Moderate",1
"201701684785","Man",1,0,"Sometimes","30-49","HS Grad or Less","Hispanic","Not at all","Moderate",2
"201701684911","Man",0,1,"Often","18-29","College Grad+","Hispanic","Some","Very Liberal",1
"201701686171","Woman",1,0,"Never","30-49","College Grad+","White","Not too much","Liberal",1
"201701688460","Woman",1,1,"Sometimes","30-49","College Grad+","Hispanic","Some","Conservative",2
"201701688857","Man",1,1,"Never","50-64","HS Grad or Less","Black","Not too much","Liberal",1
"201701690119","Man",0,0,"Never","65+","HS Grad or Less","White","Not too much","Moderate",1
"201701690323","Man",0,1,"Never","30-49","College Grad+","White","Not at all","Very Liberal",1
"201701690429","Man",1,0,"Rarely","30-49","College Grad+","White","Not too much","Very Liberal",2
"201701690935","Woman",1,1,"Sometimes","18-29","College Grad+","White","Not too much","Liberal",1
"201701691214","Woman",0,1,"Never","65+","Some College","White","Not at all","Liberal",2
"201701692167","Woman",1,0,"Often","30-49","College Grad+","Asian","Not too much","Liberal",1
"201701695007","Man",0,NA,"Never","30-49","Some College","White","Not at all","Moderate",2
"201701695713","Woman",1,0,"Often","30-49","HS Grad or Less","Hispanic","Some","Moderate",2
"201701696926","Woman",1,NA,"Never","50-64","HS Grad or Less","White","Not at all","Conservative",2
"201701697440","Man",1,1,"Sometimes","50-64","College Grad+","White","Not too much","Very Conservative",2
"201701699002","Man",0,1,"Often","30-49","College Grad+","Asian","Some","Very Conservative",2
"201701699243","Woman",1,1,"Sometimes","30-49","College Grad+","White","Some","Very Liberal",2
"201701699384","Man",1,0,"Rarely","50-64","Some College","White","Not at all","Conservative",2
"201701700750","Woman",1,0,"Often","30-49","College Grad+","Hispanic","A lot","Moderate",2
"201701701371","Man",1,0,"Sometimes","18-29","HS Grad or Less","White","Not too much","Conservative",2
"201701701610","Man",0,0,"Often","50-64","HS Grad or Less","Hispanic","Some","Liberal",1
"201701701816","Man",1,1,"Never","30-49","College Grad+","White","Not at all","Moderate",2
"201701704174","Man",NA,0,"Often","30-49","College Grad+","Other","Some","Moderate",2
"201701704220","Woman",1,1,"Often","50-64","College Grad+","White","Some","Liberal",1
"201701704989","Man",1,NA,"Rarely","30-49","Some College","White","Some","Moderate",2
"201701706522","Woman",0,0,"Never","50-64","College Grad+","White","Not at all","Moderate",1
"201701708038","Woman",1,0,"Sometimes","65+","Some College","Other","Not too much","Conservative",2
"201701708598","Man",1,1,"Never","50-64","Some College","Hispanic","Not too much","Moderate",2
"201701708677","Man",1,0,"Never","50-64","College Grad+","White","Not at all","Conservative",2
"201701712793","Man",1,1,"Sometimes","65+","Some College","White","Not too much","Conservative",2
"201701715293","Man",1,0,"Rarely","65+","College Grad+","White","Not too much","Liberal",1
"201701715644","Woman",1,0,"Sometimes","65+","Some College","White","Some","Conservative",2
"201701716173","Woman",1,0,"Often","18-29","College Grad+","Hispanic","Not too much","Very Liberal",1
"201701717168","Man",1,1,"Often","50-64","College Grad+","Other","A lot","Moderate",2
"201701717982","Woman",1,0,"Never","50-64","College Grad+","White","Not too much","Liberal",1
"201701720287","Man",0,0,"Never","30-49","Some College","White","Not at all","Very Liberal",2
"201701720640","Woman",1,0,"Sometimes","30-49","College Grad+","Hispanic","Not too much","Liberal",2
"201701721305","Woman",1,0,"Rarely","50-64","College Grad+","White","Not at all","Very Conservative",2
"201701722580","Man",0,0,"Never","30-49","College Grad+","Asian","Not at all","Conservative",2
"201701723920","Man",0,0,"Never","30-49","Some College","Black","Not at all","Liberal",2
"201701724134","Woman",1,0,"Rarely","50-64","College Grad+","Asian","Not too much","Conservative",1
"201701726110","Man",0,0,"Never","30-49","Some College","White","Not at all","Moderate",2
"201701728973","Man",1,0,"Rarely","50-64","HS Grad or Less","Black","Not too much","Moderate",1
"201701730532","Man",1,1,"Rarely","50-64","Some College","Hispanic","Not too much","Moderate",1
"201701732371","Man",0,1,"Often","30-49","College Grad+","Other","Not too much","Conservative",2
"201801000154","Man",1,0,"Never","65+","HS Grad or Less","White","Not at all","Moderate",1
"201801000168","Man",1,1,"Often","30-49","College Grad+","Other","Some","Conservative",2
"201801000687","Woman",1,0,"Rarely","30-49","Some College","Hispanic","Not too much","Conservative",2
"201801000954","Man",0,0,"Rarely","18-29","Some College","Hispanic","Not too much","Liberal",2
"201801000984","Woman",1,0,"Sometimes","50-64","HS Grad or Less","Hispanic","Some","Moderate",2
"201801001456","Woman",1,0,"Sometimes","18-29","HS Grad or Less","Hispanic","Not at all","Liberal",2
"201801001642","Woman",1,1,"Sometimes","18-29","HS Grad or Less","White","A lot","Very Liberal",1
"201801001857","Woman",1,0,"Rarely","50-64","Some College","Hispanic","Not too much","Moderate",1
"201801001958","Woman",1,0,"Rarely","50-64","Some College","White","Not at all","Conservative",2
"201801002185","Man",1,1,"Sometimes","18-29","HS Grad or Less","Hispanic","Not too much","Very Conservative",2
"201801002212","Woman",0,1,"Sometimes","18-29","HS Grad or Less","Hispanic","Some","Moderate",1
"201801002222","Woman",1,0,"Often","50-64","Some College","Hispanic","Some","Moderate",2
"201801002268","Woman",1,NA,"Often","50-64","HS Grad or Less","White","Not too much","Liberal",1
"201801002372","Man",1,0,"Never","50-64","College Grad+","Hispanic","Not at all","Moderate",1
"201801002764","Woman",1,0,"Rarely","50-64","Some College","White","Some","Conservative",2
"201801002768","Woman",0,0,"Rarely","18-29","HS Grad or Less","Hispanic","Not too much","Moderate",2
"201801002884","Man",1,1,"Often","18-29","College Grad+","Hispanic","A lot","Very Liberal",1
"201801002992","Woman",1,0,"Sometimes","18-29","College Grad+","Hispanic","Not too much","Liberal",2
"201801003162","Man",1,0,"Sometimes","18-29","College Grad+","Hispanic","Some","Moderate",2
"201801003191","Woman",1,1,"Sometimes","50-64","Some College","White","Not too much","Conservative",2
"201801003350","Man",0,1,"Rarely","30-49","Some College","Hispanic","Some","Liberal",1
"201801003712","Woman",NA,1,"Sometimes","30-49","Some College","White","Some","Liberal",2
"201801003838","Man",1,0,"Never","50-64","HS Grad or Less","Hispanic","Not at all","Liberal",1
"201801004877","Woman",1,1,"Often","30-49","College Grad+","Other","Some","Moderate",2
"201801005075","Woman",0,0,"Never","30-49","Some College","Hispanic","Not too much","Moderate",1
"201801005158","Woman",1,0,"Rarely","50-64","HS Grad or Less","White","Not too much","Moderate",1
"201801005675","Man",0,0,"Often","18-29","College Grad+","Asian","A lot","Very Liberal",2
"201801005846","Woman",0,0,"Often","18-29","College Grad+","Hispanic","Some","Very Liberal",1
"201801005861","Woman",1,1,"Often","18-29","College Grad+","Hispanic","Some","Liberal",1
"201801006132","Woman",1,1,"Sometimes","30-49","Some College","Hispanic","Some","Conservative",1
"201801006259","Woman",1,1,"Rarely","50-64","Some College","White","Some","Moderate",2
"201801006376","Man",1,0,"Never","30-49","HS Grad or Less","White","Not at all","Conservative",1
"201801006552","Woman",1,0,"Rarely","18-29","College Grad+","Hispanic","Not too much","Moderate",1
"201801006703","Woman",0,1,"Often","18-29","College Grad+","Hispanic","Not too much","Moderate",1
"201801006729","Woman",1,0,"Sometimes","30-49","College Grad+","Other","Some","Moderate",1
"201801007351","Woman",1,1,"Sometimes","50-64","College Grad+","White","Not too much","Moderate",2
"201801007413","Woman",1,0,"Sometimes","50-64","Some College","Asian","Not too much","Conservative",2
"201801007426","Man",NA,NA,"Sometimes","50-64","HS Grad or Less","Hispanic","Not too much","Moderate",1
"201801007785","Woman",1,0,"Rarely","18-29","College Grad+","White","Not too much","Very Liberal",2
"201801007792","Woman",1,0,"Rarely","50-64","Some College","White","Not at all","Moderate",1
"201801007859","Man",1,0,"Rarely","50-64","College Grad+","White","Not too much","Conservative",2
"201801007892","Woman",1,0,"Sometimes","65+","Some College","White","Some","Conservative",1
"201801008026","Woman",1,0,"Never","50-64","College Grad+","White","Not at all","Liberal",1
"201801008133","Woman",1,1,"Sometimes","30-49","College Grad+","Hispanic","Not too much","Moderate",1
"201801008227","Woman",1,0,"Never","50-64","HS Grad or Less","White","Not at all","Conservative",1
"201801008286","Man",1,0,"Never","50-64","Some College","Hispanic","Some","Liberal",1
"201801008499","Woman",1,0,"Never","30-49","College Grad+","Hispanic","Not at all","Moderate",1
"201801009096","Man",1,1,"Often","30-49","Some College","Hispanic","Some","Moderate",1
"201801009209","Man",0,1,"Sometimes","18-29","Some College","Hispanic","Some","Liberal",1
"201801010446","Man",0,0,"Rarely","30-49","Some College","Hispanic","Not too much","Very Conservative",1
"201801010864","Woman",1,0,"Never","50-64","HS Grad or Less","Black","Not at all","Moderate",1
"201801011030","Man",1,0,"Sometimes","30-49","Some College","Hispanic","Some","Moderate",2
"201801011142","Man",0,0,"Never","50-64","Some College","Hispanic","Not at all","Conservative",2
"201801011196","Man",0,1,"Sometimes","30-49","Some College","Hispanic","Not too much","Moderate",2
"201801011224","Woman",0,0,"Never","30-49","HS Grad or Less","White","Not too much","Moderate",2
"201801011633","Woman",1,0,"Sometimes","30-49","College Grad+","White","Some","Conservative",2
"201801011648","Woman",1,1,"Rarely","30-49","College Grad+","Hispanic","Not too much","Very Liberal",2
"201801011816","Woman",0,1,"Often","18-29","College Grad+","Hispanic","Some","Very Liberal",1
"201801011877","Man",1,1,"Often","18-29","Some College","Black","Some","Conservative",1
"201801012030","Man",1,0,"Never","50-64","Some College","White","Not too much","Moderate",1
"201801012112","Man",1,1,"Rarely","30-49","College Grad+","Asian","A lot","Conservative",1
"201801012174","Woman",1,0,"Sometimes","30-49","College Grad+","White","Some","Conservative",2
"201801012339","Man",1,1,"Sometimes","30-49","Some College","Hispanic","Not too much","Moderate",1
"201801012539","Woman",1,0,"Rarely","30-49","HS Grad or Less","Hispanic","Not too much","Moderate",2
"201801012654","Woman",1,0,"Rarely","30-49","HS Grad or Less","Hispanic","Some","Moderate",1
"201801012704","Man",1,0,"Rarely","30-49","HS Grad or Less","White","Not too much","Conservative",2
"201801012727","Woman",1,0,"Sometimes","30-49","College Grad+","White","Not too much","Conservative",2
"201801012729","Woman",1,0,"Sometimes","30-49","College Grad+","White","Some","Moderate",2
"201801012794","Woman",1,0,"Sometimes","65+","College Grad+","Asian","Some","Moderate",1
"201801012890","Man",0,0,"Sometimes","30-49","HS Grad or Less","Black","Not too much","Moderate",1
"201801013132","Woman",0,0,"Never","50-64","College Grad+","Hispanic","Not at all","Liberal",1
"201801013184","Man",1,0,"Never","50-64","College Grad+","Black","Not too much","Moderate",2
"201801013506","Woman",1,0,"Rarely","65+","Some College","Hispanic","Not too much","Moderate",1
"201801013712","Woman",1,0,"Sometimes","65+","College Grad+","White","Some","Liberal",1
