"qkey","cancul1","crimsent","weight_w92","education","division","ideology","gender","race"
201701730532,"Accountable","Too much time",0.233299967128141,"Associate's Degree","Pacific","Moderate","Man","Hispanic"
201701730585,"Accountable","About the right amount",0.350127433358596,"Some College","West North Central","Conservative","Woman","Hispanic"
201701731382,"Accountable","About the right amount",0.927163468003219,"Some College","West South Central","Moderate","Woman","Hispanic"
201701732250,"Punish","Too little time",0.383378802215133,"Postgraduate","Pacific","Moderate","Man","White"
201701732371,"Punish","Too little time",0.86378800782967,"Postgraduate","Pacific","Very Conservative","Man","White"
201701732803,"Accountable","Too much time",3.08443827207116,"Associate's Degree","Mountain","Very Liberal","Man","Black"
201701734148,"Accountable","Too much time",0.752816892758639,"College graduate","New England","Very Liberal","Man","White"
201801000097,"Punish","Too little time",0.716009730246012,"Less Than High School","New England","Moderate","Woman","Hispanic"
201801000099,"Punish","About the right amount",0.67234564777716,"College graduate","New England","Liberal","Woman","Hispanic"
201801000154,"Accountable","Too little time",1.64831618113842,"High School Graduate","New England","Conservative","Woman","White"
201801000162,"Punish","Too little time",0.533061744380341,"Associate's Degree","New England","Conservative","Woman","White"
201801000202,"Accountable","About the right amount",0.286657819520414,"College graduate","New England","Liberal","Woman","Hispanic"
201801000419,"Accountable","About the right amount",0.667714533298618,"Less Than High School","Middle Atlantic","Moderate","Woman","Hispanic"
201801000687,"Accountable","Too little time",0.341377312409246,"Associate's Degree","Middle Atlantic","Conservative","Woman","Hispanic"
201801000754,"Accountable","Too little time",0.592852515914917,"College graduate","Middle Atlantic","Liberal","Woman","Hispanic"
201801000954,"Punish","Too much time",7.00409353278162,"High School Graduate","South Atlantic","Moderate","Man","Hispanic"
201801001116,"Punish","Too little time",0.685958046377095,"College graduate","South Atlantic","Conservative","Woman","Hispanic"
201801001158,"Accountable","Too much time",0.462037703332329,"College graduate","South Atlantic","Liberal","Woman","Asian"
201801001376,"Punish","About the right amount",0.445457269221989,"Some College","South Atlantic","Very Conservative","Man","Hispanic"
201801001456,"Punish","Too little time",2.46066967717753,"High School Graduate","West South Central","Moderate","Woman","Hispanic"
201801001499,"Punish","Too little time",0.199163204664203,"Associate's Degree","South Atlantic","Conservative","Man","Hispanic"
201801001857,"Accountable","Too little time",0.442209581211895,"Some College","South Atlantic","Moderate","Woman","Hispanic"
201801001958,"Accountable","About the right amount",0.302247939893882,"Some College","East South Central","Conservative","Woman","White"
201801001977,"Accountable","Too little time",1.4406969146168,"High School Graduate","East South Central","Conservative","Man","White"
201801002212,"Accountable","About the right amount",6.21964409192348,"Less Than High School","East North Central","Conservative","Woman","Hispanic"
201801002222,"Accountable","About the right amount",1.03989454121338,"Some College","West North Central","Moderate","Woman","Hispanic"
201801002238,"Accountable","Too little time",0.397706290946519,"Some College","West North Central","Moderate","Woman","Hispanic"
201801002268,"Punish","Too little time",0.302264138657745,"Some College","East North Central","Moderate","Woman","White"
201801002372,"Accountable","Too little time",0.197830504838447,"College graduate","East North Central","Liberal","Man","Hispanic"
201801002435,"Punish","Too little time",0.300869590255129,"Some College","East North Central","Moderate","Woman","White"
201801002764,"Punish","Too little time",0.168034468292069,"Associate's Degree","West South Central","Very Conservative","Woman","White"
201801002768,"Accountable","About the right amount",4.05797551928539,"High School Graduate","West South Central","Moderate","Woman","Hispanic"
201801002837,"Accountable","Too much time",0.568254231936442,"Associate's Degree","West South Central","Very Conservative","Woman","Black"
201801002884,"Accountable","About the right amount",0.59721083224624,"Associate's Degree","West South Central","Liberal","Man","Hispanic"
201801002962,"Punish","About the right amount",0.769332671826386,"Some College","West South Central","Very Liberal","Man","Hispanic"
201801002992,"Accountable","Too little time",0.415608977959757,"College graduate","West South Central","Liberal","Woman","Hispanic"
201801003162,"Accountable","Too much time",3.09336405562232,"College graduate","West South Central","Moderate","Man","Hispanic"
201801003712,"Accountable","Too much time",0.356612058429772,"Some College","West South Central","Very Liberal","Woman","White"
201801003838,"Accountable","Too little time",2.33411618769624,"High School Graduate","West South Central","Moderate","Man","Hispanic"
201801004012,"Accountable","Too much time",3.01402876123872,"Associate's Degree","West South Central","Liberal","Woman","Black"
201801004146,"Punish","Too much time",2.69899729811166,"High School Graduate","West South Central","Very Conservative","Man","Hispanic"
201801004255,"Punish","Too much time",0.445617749898822,"Some College","West South Central","Liberal","Woman","Other"
201801004314,"Accountable","Too much time",0.470522311039689,"Associate's Degree","West South Central","Very Conservative","Woman","Hispanic"
201801004898,"Punish","About the right amount",0.43151147294337,"Some College","Mountain","Very Conservative","Woman","White"
201801004944,"Accountable","Too little time",0.353356341216114,"Some College","Mountain","Very Conservative","Woman","White"
201801005038,"Punish","Too much time",0.27850819581716,"College graduate","Mountain","Very Liberal","Woman","White"
201801005075,"Punish","Too little time",0.294099060866875,"Some College","Mountain","Moderate","Woman","Hispanic"
201801005158,"Accountable","Too little time",0.463355431247264,"Less Than High School","Mountain","Moderate","Woman","White"
201801005441,"Accountable","About the right amount",0.293714578358216,"Some College","Pacific","Very Conservative","Woman","Hispanic"
201801005624,"Accountable","About the right amount",0.759666505275874,"College graduate","Pacific","Very Liberal","Woman","Hispanic"
201801005675,"Punish","Too much time",1.80116377588705,"College graduate","Pacific","Very Liberal","Man","Asian"
201801005861,"Accountable","Too much time",0.57097670450872,"College graduate","Pacific","Very Liberal","Woman","Hispanic"
201801005905,"Accountable","About the right amount",1.16786489315289,"High School Graduate","Pacific","Very Conservative","Man","Hispanic"
201801006132,"Punish","About the right amount",0.750819000207404,"Some College","Pacific","Very Conservative","Woman","Hispanic"
201801006259,"Accountable","About the right amount",0.497723394711253,"Associate's Degree","Pacific","Liberal","Woman","White"
201801006294,"Punish","Too much time",0.313201738240267,"College graduate","Pacific","Liberal","Woman","Hispanic"
201801006487,"Accountable","Too much time",0.3137870517919,"College graduate","Pacific","Very Liberal","Woman","Hispanic"
201801006552,"Punish","About the right amount",0.497209858718737,"College graduate","Pacific","Moderate","Woman","Hispanic"
201801006729,"Accountable","About the right amount",0.212916462680175,"Postgraduate","Pacific","Moderate","Woman","Other"
201801007249,"Punish","Too much time",2.62281678813128,"Some College","Pacific","Liberal","Woman","Hispanic"
201801007426,"Accountable","Too much time",2.2670771363303,"High School Graduate","Pacific","Moderate","Man","Hispanic"
201801007441,"Punish","Too little time",0.32514796881973,"High School Graduate","Pacific","Very Conservative","Woman","Hispanic"
201801007475,"Accountable","About the right amount",0.730526871902149,"High School Graduate","Pacific","Conservative","Woman","Hispanic"
201801007526,"Accountable","About the right amount",0.5964171760335,"Less Than High School","New England","Moderate","Woman","Black"
201801007627,"Accountable","About the right amount",0.607533810487346,"College graduate","New England","Moderate","Woman","Hispanic"
201801007690,"Accountable","About the right amount",0.821606556095868,"College graduate","New England","Very Liberal","Woman","Hispanic"
201801007785,"Punish","Too much time",0.417323407919711,"College graduate","New England","Very Liberal","Woman","White"
201801007792,"Accountable","About the right amount",0.309117606196469,"High School Graduate","New England","Moderate","Woman","White"
201801007859,"Punish","Too little time",0.268287107563252,"Postgraduate","New England","Moderate","Man","White"
201801007892,"Punish","About the right amount",0.681534973210884,"Some College","New England","Conservative","Woman","White"
201801007933,"Accountable","Too much time",8.0367089863816,"Less Than High School","New England","Liberal","Man","Hispanic"
201801008026,"Punish","Too much time",0.577542383969559,"College graduate","New England","Very Liberal","Woman","White"
201801008286,"Accountable","Too little time",2.08180531187914,"Some College","New England","Moderate","Man","Hispanic"
201801008363,"Punish","About the right amount",0.248472179488156,"College graduate","Middle Atlantic","Conservative","Man","White"
201801008718,"Accountable","Too much time",0.976585277508277,"Postgraduate","Middle Atlantic","Very Liberal","Woman","White"
201801008759,"Punish","About the right amount",0.597875231107804,"College graduate","Middle Atlantic","Liberal","Woman","White"
201801009064,"Punish","Too much time",3.79981806804936,"Some College","Middle Atlantic","Liberal","Man","Hispanic"
201801009096,"Accountable","About the right amount",0.545639824665958,"College graduate","Middle Atlantic","Moderate","Man","Hispanic"
201801009112,"Accountable","About the right amount",0.221184053476169,"Some College","Middle Atlantic","Moderate","Man","Other"
201801009141,"Accountable","Too much time",1.24014295554516,"College graduate","Middle Atlantic","Very Liberal","Woman","Black"
201801009233,"Accountable","Too much time",0.510331910647835,"Postgraduate","Middle Atlantic","Very Liberal","Man","White"
201801009301,"Punish","Too much time",0.745629575380985,"Some College","Middle Atlantic","Conservative","Woman","Hispanic"
201801010404,"Accountable","About the right amount",0.356602136973652,"Postgraduate","Middle Atlantic","Moderate","Man","White"
201801010446,"Accountable","Too much time",0.521407506929038,"Associate's Degree","Middle Atlantic","Moderate","Man","Hispanic"
201801010530,"Punish","About the right amount",0.443708382512656,"Postgraduate","Middle Atlantic","Conservative","Woman","White"
201801010864,"Accountable","Too little time",1.56086715490676,"Less Than High School","Middle Atlantic","Very Liberal","Woman","Black"
201801010883,"Punish","Too little time",0.179220565273443,"College graduate","Middle Atlantic","Conservative","Woman","Hispanic"
201801010934,"Punish","Too little time",0.301911428884715,"Associate's Degree","South Atlantic","Conservative","Woman","White"
201801011030,"Accountable","Too much time",0.480397926649251,"Some College","South Atlantic","Moderate","Man","Hispanic"
201801011142,"Punish","Too little time",0.796546633467605,"Associate's Degree","South Atlantic","Conservative","Man","Hispanic"
201801011196,"Punish","Too much time",0.446675408736628,"Associate's Degree","South Atlantic","Moderate","Man","Hispanic"
201801011224,"Punish","About the right amount",0.399941123403822,"High School Graduate","South Atlantic","Moderate","Woman","White"
201801011633,"Accountable","About the right amount",1.02259019903215,"Postgraduate","South Atlantic","Moderate","Woman","White"
201801011816,"Accountable","Too little time",1.18615408892041,"College graduate","South Atlantic","Liberal","Woman","Hispanic"
201801011949,"Accountable","About the right amount",0.580422968845799,"College graduate","South Atlantic","Moderate","Woman","White"
201801012248,"Accountable","About the right amount",0.848656691652685,"High School Graduate","South Atlantic","Liberal","Woman","Black"
201801012339,"Punish","Too little time",1.09837856609879,"Some College","South Atlantic","Very Liberal","Man","Hispanic"
201801012476,"Accountable","Too much time",5.60124891866785,"Less Than High School","South Atlantic","Liberal","Man","Other"
201801012477,"Punish","Too much time",4.17882543217265,"Associate's Degree","South Atlantic","Conservative","Woman","Hispanic"
201801012539,"Punish","Too much time",0.709802888072263,"High School Graduate","South Atlantic","Moderate","Woman","Hispanic"
201801012544,"Accountable","Too little time",0.437772427866992,"College graduate","South Atlantic","Conservative","Man","White"
201801012568,"Punish","Too little time",0.551838510722013,"Postgraduate","South Atlantic","Conservative","Man","Hispanic"
201801012654,"Accountable","About the right amount",1.26754200670533,"Less Than High School","South Atlantic","Moderate","Woman","Hispanic"
201801012704,"Punish","Too little time",0.790353074089145,"High School Graduate","South Atlantic","Conservative","Man","White"
201801012727,"Punish","Too little time",0.587801751193245,"Postgraduate","Pacific","Moderate","Woman","White"
201801012748,"Accountable","About the right amount",0.3873529008529,"Postgraduate","South Atlantic","Very Conservative","Man","Hispanic"
201801012794,"Accountable","About the right amount",0.330980274682389,"Postgraduate","South Atlantic","Moderate","Woman","Asian"
201801012890,"Accountable","Too little time",8.0367089863816,"High School Graduate","South Atlantic","Liberal","Man","Black"
201801012915,"Accountable","About the right amount",1.57092372615179,"Some College","South Atlantic","Liberal","Woman","Hispanic"
201801013132,"Accountable","Too much time",0.694187032555301,"Postgraduate","South Atlantic","Moderate","Woman","Hispanic"
201801013161,"Accountable","Too little time",0.932326002374352,"College graduate","South Atlantic","Moderate","Man","Hispanic"
201801013184,"Accountable","About the right amount",1.03676613557303,"College graduate","South Atlantic","Moderate","Man","Black"
201801013189,"Accountable","About the right amount",0.772262326422208,"College graduate","South Atlantic","Moderate","Man","Hispanic"
201801013339,"Accountable","Too much time",3.0460971952164,"High School Graduate","South Atlantic","Liberal","Man","Black"
201801013491,"Accountable","About the right amount",0.386375227079298,"College graduate","East North Central","Liberal","Woman","Asian"
201801013929,"Accountable","Too little time",3.23392151671723,"High School Graduate","South Atlantic","Moderate","Man","Hispanic"
201801014053,"Punish","Too little time",1.03503757184947,"Associate's Degree","South Atlantic","Conservative","Other","Hispanic"
201801014195,"Accountable","Too much time",0.997388429634818,"Postgraduate","South Atlantic","Moderate","Woman","Hispanic"
201801014202,"Accountable","About the right amount",0.949532706095839,"College graduate","South Atlantic","Moderate","Man","Hispanic"
201801014285,"Accountable","About the right amount",0.577994684425822,"College graduate","South Atlantic","Liberal","Woman","Black"
201801014390,"Accountable","About the right amount",2.23703039664347,"Associate's Degree","South Atlantic","Moderate","Woman","Hispanic"
201801014577,"Punish","About the right amount",0.355756704987636,"College graduate","South Atlantic","Very Liberal","Man","Hispanic"
201801014578,"Punish","Too little time",0.371797156026873,"Some College","South Atlantic","Conservative","Woman","Hispanic"
201801014647,"Punish","About the right amount",2.08475183393521,"High School Graduate","South Atlantic","Conservative","Man","Hispanic"
201801014949,"Accountable","Too much time",0.419743674993805,"College graduate","South Atlantic","Liberal","Woman","White"
201801015016,"Punish","Too little time",0.600082931811916,"College graduate","South Atlantic","Conservative","Woman","White"
201801015500,"Accountable","Too little time",0.276851953627718,"College graduate","East South Central","Conservative","Man","Hispanic"
201801015620,"Accountable","Too little time",0.811266344741607,"Associate's Degree","East North Central","Moderate","Woman","Hispanic"
201801015651,"Punish","About the right amount",0.281980421406381,"Postgraduate","Mountain","Moderate","Man","White"
201801015726,"Accountable","Too much time",1.18017856474524,"Postgraduate","New England","Liberal","Woman","White"
201801015839,"Accountable","Too much time",1.06072366572588,"High School Graduate","East North Central","Conservative","Woman","White"
201801016020,"Accountable","Too much time",0.474293338976214,"Some College","East North Central","Moderate","Man","White"
201801016120,"Accountable","About the right amount",0.530940608004115,"Some College","East North Central","Conservative","Woman","Hispanic"
201801016180,"Punish","Too little time",0.720498535261525,"College graduate","South Atlantic","Liberal","Woman","Asian"
201801016382,"Punish","Too little time",0.537832601869537,"High School Graduate","East North Central","Moderate","Woman","White"
201801016443,"Punish","Too much time",0.262247319184546,"College graduate","West North Central","Conservative","Woman","Hispanic"
201801016496,"Accountable","About the right amount",1.38303284455224,"Postgraduate","West North Central","Liberal","Man","Black"
201801016520,"Punish","About the right amount",0.579005443481517,"College graduate","West North Central","Conservative","Man","White"
201801016606,"Accountable","Too little time",0.528638479786197,"Some College","East North Central","Conservative","Man","White"
201801016638,"Accountable","Too little time",0.787975416323073,"Some College","East South Central","Moderate","Man","White"
201801016724,"Punish","Too little time",2.65501975209932,"Some College","East North Central","Very Conservative","Man","White"
201801016762,"Punish","Too little time",0.899006945144364,"High School Graduate","South Atlantic","Moderate","Woman","White"
201801016774,"Accountable","Too little time",1.18714694190908,"Some College","East North Central","Liberal","Woman","Hispanic"
201801016880,"Accountable","Too much time",0.416169135624677,"Some College","East North Central","Moderate","Man","Hispanic"
201801017037,"Accountable","Too little time",0.323443436781245,"Postgraduate","East North Central","Moderate","Woman","Hispanic"
201801017081,"Accountable","Too much time",0.656638350629036,"College graduate","East North Central","Moderate","Woman","Asian"
201801017096,"Punish","About the right amount",0.583553947605852,"College graduate","East North Central","Liberal","Man","Refused"
201801017228,"Accountable","Too much time",0.321282466955498,"Some College","East North Central","Liberal","Woman","Hispanic"
201801017237,"Accountable","Too much time",3.7598278318503,"Less Than High School","East North Central","Liberal","Man","Refused"
201801017247,"Accountable","Too much time",1.40142731600958,"High School Graduate","East North Central","Moderate","Man","Hispanic"
201801017407,"Accountable","Too much time",0.556340921977771,"College graduate","West North Central","Very Liberal","Woman","Black"
201801017416,"Accountable","About the right amount",0.573457015203897,"Some College","West North Central","Moderate","Woman","White"
201801017429,"Punish","About the right amount",0.378029929411439,"College graduate","West North Central","Conservative","Man","Hispanic"
201801017510,"Accountable","Too much time",1.00783920062999,"College graduate","West North Central","Very Liberal","Man","Hispanic"
201801017602,"Accountable","About the right amount",0.468631385561184,"Postgraduate","West North Central","Moderate","Woman","White"
201801017742,"Punish","About the right amount",0.337553034558851,"Postgraduate","West South Central","Conservative","Man","White"
201801017893,"Accountable","Too little time",3.78545900604764,"High School Graduate","West South Central","Moderate","Woman","Hispanic"
201801017913,"Accountable","About the right amount",1.05040031259164,"Less Than High School","West South Central","Moderate","Woman","White"
201801018024,"Accountable","Too much time",3.02865106700041,"High School Graduate","West South Central","Liberal","Man","Hispanic"
201801018182,"Accountable","About the right amount",5.59791507010261,"Less Than High School","West South Central","Moderate","Man","Hispanic"
201801018360,"Accountable","Too little time",0.811309395621897,"High School Graduate","West South Central","Conservative","Woman","Hispanic"
201801018370,"Accountable","Too much time",1.77807274585017,"College graduate","West South Central","Conservative","Refused to Answer","Hispanic"
201801018472,"Accountable","Too much time",0.790998488106579,"High School Graduate","West South Central","Liberal","Woman","Hispanic"
201801018600,"Accountable","Too much time",0.495329745807427,"College graduate","West South Central","Moderate","Woman","Hispanic"
201801018678,"Accountable","Too much time",0.417323407919711,"College graduate","Middle Atlantic","Very Liberal","Woman","White"
201801018706,"Accountable","About the right amount",4.48634078304297,"Some College","West South Central","Moderate","Woman","Black"
201801018787,"Punish","Too little time",0.573127853832183,"Some College","West South Central","Moderate","Man","Hispanic"
201801018863,"Accountable","Too little time",1.04329596832117,"Some College","West South Central","Liberal","Woman","White"
201801018888,"Accountable","About the right amount",7.17543960400059,"High School Graduate","New England","Very Liberal","Man","Hispanic"
201801018913,"Accountable","Too much time",0.850964497941493,"High School Graduate","West South Central","Liberal","Woman","Hispanic"
201801019064,"Accountable","About the right amount",0.783160751108513,"High School Graduate","West South Central","Moderate","Man","White"
201801019125,"Punish","Too much time",0.574676614198501,"Some College","West South Central","Conservative","Woman","White"
201801019145,"Accountable","Too little time",0.19091610799504,"Some College","West South Central","Very Conservative","Woman","White"
201801019166,"Punish","About the right amount",0.441688794041539,"Some College","West South Central","Conservative","Man","Hispanic"
201801019417,"Accountable","Too much time",2.85270005906866,"Some College","West South Central","Very Liberal","Man","Hispanic"
201801019458,"Punish","Too little time",0.676547040056769,"Some College","West South Central","Moderate","Woman","Hispanic"
201801019537,"Accountable","About the right amount",0.254495939533339,"College graduate","West South Central","Conservative","Woman","White"
201801019645,"Accountable","Too much time",4.74567748160746,"High School Graduate","West South Central","Liberal","Woman","Hispanic"
201801019747,"Punish","Too little time",0.962762747184164,"High School Graduate","West South Central","Very Conservative","Woman","White"
201801019778,"Accountable","About the right amount",1.24201523800068,"High School Graduate","West South Central","Moderate","Woman","Hispanic"
201801019802,"Punish","About the right amount",0.341741928140157,"Some College","West South Central","Conservative","Woman","Hispanic"
201801019873,"Punish","About the right amount",0.253836921213689,"College graduate","West South Central","Very Conservative","Man","White"
201801019889,"Punish","Too little time",1.07012050777003,"College graduate","West South Central","Conservative","Man","Hispanic"
201801019984,"Accountable","Too little time",0.838391494650629,"Postgraduate","Mountain","Moderate","Man","White"
201801020031,"Punish","Too little time",0.242888016986922,"Postgraduate","West South Central","Moderate","Woman","Hispanic"
201801020088,"Punish","Too little time",0.471698079174976,"College graduate","West South Central","Conservative","Woman","White"
201801020091,"Punish","About the right amount",1.19136973660086,"Postgraduate","West South Central","Conservative","Woman","Hispanic"
201801020160,"Punish","About the right amount",0.477408380745048,"Postgraduate","Middle Atlantic","Very Liberal","Man","Hispanic"
201801020170,"Accountable","About the right amount",0.779094161632022,"Postgraduate","West South Central","Moderate","Woman","Black"
201801020386,"Accountable","About the right amount",0.708097311936439,"College graduate","West South Central","Moderate","Man","Hispanic"
201801020446,"Accountable","About the right amount",0.639382750892022,"Some College","West South Central","Conservative","Man","Hispanic"
201801020566,"Punish","Too little time",1.50475066387111,"Less Than High School","West South Central","Very Conservative","Man","Hispanic"
201801020611,"Accountable","Too much time",3.78397008311296,"Less Than High School","West South Central","Conservative","Woman","Hispanic"
201801020891,"Punish","Too little time",0.96407014978627,"Associate's Degree","West South Central","Moderate","Woman","Other"
201801020928,"Punish","About the right amount",0.322052133053279,"Some College","West South Central","Conservative","Man","Hispanic"
201801020998,"Accountable","About the right amount",0.467241579914734,"High School Graduate","West South Central","Moderate","Woman","Hispanic"
201801021113,"Accountable","Too much time",0.450754485962726,"Postgraduate","West South Central","Very Liberal","Man","White"
201801021315,"Accountable","Too little time",0.697891160998527,"Postgraduate","West South Central","Moderate","Man","Hispanic"
201801021352,"Accountable","About the right amount",0.440903328034901,"Some College","West South Central","Moderate","Man","Hispanic"
201801021438,"Accountable","About the right amount",2.55972435125536,"College graduate","West South Central","Moderate","Man","Asian"
201801021448,"Accountable","Too little time",0.653341250782657,"College graduate","West South Central","Moderate","Man","Hispanic"
201801021467,"Accountable","Too little time",0.624296569233796,"Some College","West South Central","Moderate","Man","Hispanic"
201801021571,"Punish","About the right amount",0.342715911259966,"Associate's Degree","West South Central","Moderate","Woman","Hispanic"
201801021986,"Accountable","About the right amount",1.25114745172606,"Some College","West South Central","Moderate","Man","Hispanic"
201801022067,"Accountable","Too much time",8.0367089863816,"High School Graduate","West South Central","Moderate","Man","Hispanic"
201801022091,"Accountable","About the right amount",0.497020860299218,"Some College","West South Central","Moderate","Woman","Hispanic"
201801022194,"Accountable","About the right amount",0.955020160176002,"College graduate","West South Central","Conservative","Man","Hispanic"
201801022207,"Punish","About the right amount",3.61391972083942,"Less Than High School","West South Central","Liberal","Woman","Hispanic"
201801022366,"Accountable","Too little time",0.790499378899375,"Some College","West South Central","Liberal","Woman","Hispanic"
201801022399,"Punish","About the right amount",0.74868257265107,"College graduate","West South Central","Moderate","Woman","Hispanic"
201801022406,"Punish","Too little time",0.430033590769415,"College graduate","West South Central","Moderate","Woman","White"
201801022649,"Accountable","About the right amount",0.341342676629933,"Some College","West South Central","Conservative","Man","Hispanic"
201801022725,"Accountable","Too little time",0.609189523535552,"Postgraduate","West South Central","Conservative","Woman","Hispanic"
201801022862,"Punish","Too much time",1.54993650722553,"High School Graduate","West South Central","Moderate","Man","Hispanic"
201801023124,"Punish","About the right amount",0.431618754374123,"College graduate","West South Central","Liberal","Woman","Hispanic"
201801023145,"Accountable","About the right amount",0.241304599745698,"Some College","West South Central","Moderate","Woman","Hispanic"
201801023469,"Accountable","About the right amount",0.569657661487741,"Associate's Degree","West South Central","Moderate","Woman","Hispanic"
201801023479,"Punish","Too little time",0.459798836796968,"High School Graduate","West South Central","Liberal","Woman","Hispanic"
201801023720,"Punish","Too much time",0.745939106841625,"College graduate","Mountain","Very Liberal","Woman","Hispanic"
201801023941,"Punish","Too much time",0.384144559003999,"Associate's Degree","Mountain","Moderate","Woman","White"
201801023944,"Accountable","Too much time",0.483263433648357,"Postgraduate","Mountain","Liberal","Woman","White"
201801023984,"Punish","About the right amount",0.384623321366531,"Less Than High School","Mountain","Moderate","Woman","Other"
201801024051,"Accountable","Too little time",0.730631462511736,"Some College","Mountain","Conservative","Man","Hispanic"
201801024090,"Punish","Too much time",0.589781592799983,"Some College","Mountain","Moderate","Man","Refused"
201801024170,"Punish","Too much time",0.417310060230084,"High School Graduate","Mountain","Moderate","Woman","Hispanic"
201801024212,"Punish","About the right amount",0.906016167663173,"College graduate","Mountain","Moderate","Woman","Hispanic"
201801024214,"Accountable","About the right amount",0.659192523983275,"College graduate","Mountain","Liberal","Woman","White"
201801024229,"Accountable","Too much time",0.401588846005449,"Associate's Degree","Mountain","Moderate","Man","Hispanic"
201801024284,"Accountable","About the right amount",0.562769571253197,"Some College","Mountain","Conservative","Woman","White"
201801024384,"Accountable","Too much time",0.284588108763526,"Postgraduate","Mountain","Moderate","Woman","Hispanic"
201801024920,"Punish","Too much time",0.433952692749912,"College graduate","Mountain","Moderate","Woman","Hispanic"
201801024944,"Punish","Too little time",0.88158988173662,"Some College","Mountain","Conservative","Woman","White"
201801025064,"Punish","About the right amount",0.571808842820419,"College graduate","Mountain","Conservative","Woman","Hispanic"
201801025078,"Accountable","About the right amount",1.00514922766072,"College graduate","Mountain","Conservative","Woman","White"
201801025089,"Punish","About the right amount",0.765206393819141,"Some College","Mountain","Liberal","Man","White"
201801025149,"Accountable","Too much time",0.278494964719279,"Postgraduate","Mountain","Liberal","Woman","White"
201801025294,"Accountable","Too much time",0.464365192116674,"Postgraduate","Mountain","Very Liberal","Man","White"
201801025335,"Accountable","About the right amount",0.26071775457031,"Postgraduate","Mountain","Moderate","Woman","Hispanic"
201801025382,"Accountable","About the right amount",0.763380424605185,"College graduate","Mountain","Liberal","Woman","White"
201801025396,"Punish","Too little time",0.590209766492663,"Some College","Mountain","Moderate","Woman","Hispanic"
201801025409,"Punish","About the right amount",1.05506760729102,"Some College","Mountain","Liberal","Man","White"
201801025482,"Punish","Too little time",0.407861764108064,"Some College","Mountain","Moderate","Woman","White"
201801025601,"Punish","Too much time",0.234056999251136,"Postgraduate","Mountain","Liberal","Woman","White"
201801025673,"Accountable","Too little time",1.8806948617741,"High School Graduate","Mountain","Moderate","Woman","Hispanic"
201801025674,"Accountable","Too much time",1.56814755520804,"High School Graduate","Mountain","Moderate","Other","Hispanic"
201801025725,"Accountable","About the right amount",8.0367089863816,"High School Graduate","Mountain","Very Liberal","Man","Hispanic"
201801025815,"Punish","Too much time",1.19751377561166,"College graduate","Pacific","Liberal","Woman","Hispanic"
201801025817,"Accountable","Too little time",0.51113121611279,"Some College","Mountain","Moderate","Woman","Other"
201801025873,"Punish","About the right amount",0.596927535501924,"Postgraduate","Mountain","Moderate","Woman","Hispanic"
201801025941,"Accountable","About the right amount",0.701764993411357,"Some College","Mountain","Moderate","Woman","Hispanic"
201801026068,"Punish","Too much time",0.752563886282929,"Some College","Mountain","Moderate","Woman","White"
201801026107,"Punish","About the right amount",2.37752063834928,"High School Graduate","Mountain","Moderate","Woman","White"
201801026220,"Accountable","Too much time",0.253315177614308,"Postgraduate","Pacific","Very Liberal","Man","White"
201801026228,"Accountable","About the right amount",4.51615929181643,"Some College","Pacific","Moderate","Man","Hispanic"
201801026461,"Accountable","Too little time",5.16246124891106,"Some College","Pacific","Liberal","Man","Hispanic"
201801026547,"Accountable","Too much time",0.789043692195784,"College graduate","Pacific","Liberal","Man","Hispanic"
201801026612,"Accountable","About the right amount",0.583489477423292,"College graduate","Pacific","Liberal","Woman","Hispanic"
201801026702,"Accountable","About the right amount",8.0367089863816,"High School Graduate","Pacific","Liberal","Man","Hispanic"
201801026736,"Punish","Too little time",0.639849775930769,"High School Graduate","Pacific","Liberal","Woman","Hispanic"
201801027066,"Accountable","Too much time",0.343706420052802,"College graduate","Pacific","Very Liberal","Woman","Hispanic"
201801027120,"Accountable","About the right amount",0.165272287298339,"College graduate","Pacific","Very Liberal","Man","Hispanic"
201801027461,"Punish","About the right amount",1.50331824350861,"Associate's Degree","Pacific","Moderate","Man","Hispanic"
201801027526,"Punish","Too little time",0.397115724886277,"College graduate","Pacific","Moderate","Woman","Hispanic"
201801027652,"Punish","About the right amount",0.263051486130111,"College graduate","Pacific","Very Conservative","Man","White"
201801027665,"Punish","Too little time",0.643715318987347,"Associate's Degree","Pacific","Moderate","Man","Hispanic"
201801027874,"Accountable","Too much time",1.69890054017275,"High School Graduate","Pacific","Moderate","Woman","Hispanic"
201801027894,"Accountable","Too little time",0.578168372514322,"Postgraduate","Pacific","Moderate","Woman","White"
201801027914,"Accountable","Too much time",1.15071874114856,"Some College","Pacific","Moderate","Woman","Black"
201801027946,"Punish","Too little time",0.388257216822288,"Some College","Pacific","Moderate","Man","Refused"
201801027954,"Accountable","About the right amount",0.584948603295897,"Postgraduate","Pacific","Conservative","Man","Asian"
201801027958,"Accountable","Too little time",0.889904221213122,"Some College","Pacific","Conservative","Woman","White"
201801028005,"Accountable","About the right amount",0.650977346738375,"High School Graduate","Pacific","Liberal","Woman","Hispanic"
201801028040,"Punish","Too little time",1.22739480974141,"College graduate","Pacific","Moderate","Man","Asian"
201801028047,"Accountable","About the right amount",0.468237663155002,"College graduate","Pacific","Moderate","Woman","Hispanic"
201801028082,"Accountable","Too much time",3.2132562629291,"Some College","Pacific","Moderate","Man","Hispanic"
