"id","childs","age","agekdbrn","educ","class","memnum","racehisp","geography","religion","place","female","degree","agekdbrn_30plus"
715,2,47,16,9,"Working class",0,"White","Suburb","Protestant","Southeast","Yes","Less Than HS",0
717,0,26,NA,16,"Middle class",1,"White","Suburb","Catholic","Southeast","Yes","College Degree",NA
718,2,39,25,18,"Working class",3,"Black","Suburb","Protestant","Southeast","Yes","Grad/Prof Degree",0
719,3,47,NA,16,"Middle class",4,"White","Suburb","Catholic","Southeast","No","College Degree",NA
719,3,52,22,12,"Middle class",0,"White","Suburb","Protestant","Southeast","Yes","HS Diploma",0
723,0,65,NA,16,"Middle class",0,"White","Suburb","None","Southeast","Yes","College Degree",NA
724,2,50,33,10,"Working class",0,"White","Suburb","Other","Southeast","Yes","Less Than HS",1
726,3,57,26,16,"Middle class",2,"White","Suburb","Protestant","Southeast","Yes","College Degree",0
729,0,43,NA,13,"Upper class",5,"White","Smaller city","Protestant","Southeast","No","Some College",NA
730,2,42,30,14,"Working class",0,"White","Smaller city","Catholic","Southeast","No","Some College",1
730,2,79,NA,12,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
733,3,50,17,12,"Working class",0,"White","Suburb","Protestant","West","No","HS Diploma",0
734,0,19,NA,14,"Middle class",7,"White","Suburb","Catholic","West","Yes","Some College",NA
735,3,57,32,14,"Working class",1,"Black","Suburb","Protestant","West","No","Some College",1
738,0,36,NA,16,"Middle class",4,"White","Big city","Catholic","Northeast","No","College Degree",NA
742,3,45,28,13,"Middle class",0,"White","Big city","Protestant","West","Yes","Some College",0
744,1,51,NA,14,"Middle class",4,"White","Smaller city","Catholic","Northeast","No","Some College",NA
744,3,68,27,16,"Middle class",1,"White","Suburb","Protestant","West","No","College Degree",0
746,2,35,30,13,"Middle class",2,"White","Suburb","Protestant","West","Yes","Some College",1
748,4,75,NA,17,"Middle class",8,"White","Smaller city","Catholic","Northeast","Yes","Grad/Prof Degree",NA
748,0,34,NA,15,"Middle class",1,"White","Suburb","Protestant","West","No","Some College",NA
750,2,56,NA,16,"Middle class",2,"White","Smaller city","Catholic","Northeast","Yes","College Degree",NA
751,2,60,20,14,"Middle class",0,"White","Big city","None","West","Yes","Some College",0
752,1,72,NA,12,"Middle class",0,"White","Smaller city","Protestant","Northeast","Yes","HS Diploma",NA
755,3,61,NA,13,"Middle class",0,"White","Suburb","Catholic","Southeast","No","Some College",NA
756,2,30,18,12,"Working class",4,"White","Suburb","Protestant","Southeast","Yes","HS Diploma",0
758,2,62,29,12,"Middle class",1,"White","Suburb","Protestant","Southeast","No","HS Diploma",0
759,0,33,NA,16,"Middle class",5,"White","Suburb","Protestant","Southeast","No","College Degree",NA
761,0,37,NA,13,"Working class",2,"White","Suburb","Catholic","Northeast","No","Some College",NA
763,0,46,NA,15,"Working class",6,"White","Smaller city","Other","Southeast","Yes","Some College",NA
763,0,70,NA,14,"Lower class",1,"White","Suburb","Other","Northeast","No","Some College",NA
764,5,45,18,10,"Lower class",0,"Black","Smaller city","Other","Southeast","No","Less Than HS",0
764,4,55,NA,16,"Working class",5,"White","Suburb","Protestant","Northeast","Yes","College Degree",NA
767,0,23,NA,16,"Working class",7,"Black","Suburb","Protestant","Southeast","Yes","College Degree",NA
768,2,56,27,17,"Working class",5,"Hispanic","Suburb","None","Southeast","Yes","Grad/Prof Degree",0
769,2,34,22,11,"Working class",1,"Black","Smaller city","Other","Midwest","Yes","Less Than HS",0
770,1,41,24,16,"Middle class",6,"Black","Smaller city","Protestant","Midwest","No","College Degree",0
773,0,44,NA,16,"Upper class",1,"White","Smaller city","Protestant","Midwest","No","College Degree",NA
777,2,55,21,14,"Middle class",0,"White","Smaller city","Catholic","Midwest","No","Some College",0
780,2,32,25,16,"Working class",6,"White","Suburb","Catholic","Midwest","Yes","College Degree",0
781,1,42,41,16,"Middle class",0,"White","Suburb","Protestant","Midwest","No","College Degree",1
782,1,32,NA,17,"Working class",1,"White","Suburb","Protestant","Southeast","No","Grad/Prof Degree",NA
783,1,46,34,14,"Working class",3,"White","Suburb","Catholic","Midwest","No","Some College",1
784,2,48,NA,16,"Upper class",2,"White","Suburb","Protestant","Southeast","Yes","College Degree",NA
784,2,53,19,12,"Middle class",1,"White","Suburb","Protestant","Midwest","Yes","HS Diploma",0
788,2,52,23,18,"Middle class",1,"White","Suburb","Protestant","Midwest","Yes","Grad/Prof Degree",0
789,0,29,NA,17,"Middle class",1,"White","Suburb","Jewish","Midwest","No","Grad/Prof Degree",NA
790,2,40,30,20,"Middle class",5,"White","Suburb","Protestant","Midwest","No","Grad/Prof Degree",1
794,0,57,NA,16,"Middle class",2,"White","Suburb","Protestant","Midwest","No","College Degree",NA
795,1,28,22,12,"Working class",3,"Hispanic","Suburb","Catholic","Midwest","Yes","HS Diploma",0
795,2,39,NA,13,"Upper class",2,"White","Suburb","Catholic","Southeast","Yes","Some College",NA
797,0,39,NA,20,"Upper class",3,"White","Suburb","Protestant","Southeast","No","Grad/Prof Degree",NA
797,0,48,NA,17,"Working class",2,"White","Smaller city","Protestant","Midwest","Yes","Grad/Prof Degree",NA
798,4,59,22,14,"Middle class",1,"White","Smaller city","Protestant","Midwest","Yes","Some College",0
798,3,36,NA,16,"Upper class",3,"White","Suburb","Protestant","Southeast","No","College Degree",NA
799,4,78,26,12,"Lower class",1,"White","Smaller city","Protestant","Midwest","Yes","HS Diploma",0
800,3,44,NA,15,"Upper class",4,"White","Suburb","Catholic","Southeast","Yes","Some College",NA
800,4,66,23,15,"Middle class",3,"White","Smaller city","Protestant","Midwest","No","Some College",0
801,2,36,26,18,"Middle class",6,"White","Smaller city","Protestant","Midwest","Yes","Grad/Prof Degree",0
803,4,60,19,17,"Middle class",4,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",0
805,2,33,NA,16,"Middle class",2,"Other","Suburb","Other","Southeast","Yes","College Degree",NA
805,2,44,19,14,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
808,3,41,24,14,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
811,0,28,NA,18,"Middle class",5,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",NA
813,2,51,32,16,"Middle class",5,"White","Smaller city","Protestant","Southeast","No","College Degree",1
816,0,47,NA,17,"Middle class",6,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",NA
818,1,25,NA,12,"Middle class",0,"White","Suburb","Protestant","Southeast","Yes","HS Diploma",NA
820,0,37,NA,12,"Working class",0,"Black","Suburb","Protestant","Southeast","No","HS Diploma",NA
821,1,25,21,14,"Middle class",0,"White","Suburb","Protestant","Southeast","Yes","Some College",0
824,0,19,NA,12,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
825,0,38,NA,17,"Middle class",3,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",NA
828,3,55,26,16,"Middle class",2,"White","Suburb","Protestant","Southeast","Yes","College Degree",0
829,2,32,30,16,"Middle class",1,"White","Suburb","Protestant","Southeast","No","College Degree",1
831,2,48,30,12,"Working class",0,"White","Suburb","Protestant","Southeast","No","HS Diploma",1
835,0,43,NA,20,"Middle class",3,"White","Smaller city","Protestant","Midwest","No","Grad/Prof Degree",NA
835,3,71,NA,16,"Middle class",4,"White","Smaller city","Protestant","Southeast","No","College Degree",NA
836,0,23,NA,15,"Middle class",1,"White","Smaller city","Catholic","Midwest","Yes","Some College",NA
841,0,19,NA,11,"Working class",7,"White","Suburb","Other","Southeast","No","Less Than HS",NA
841,1,62,20,17,"Middle class",1,"White","Suburb","Protestant","Midwest","No","Grad/Prof Degree",0
842,3,65,NA,11,"Working class",1,"White","Suburb","None","Southeast","Yes","Less Than HS",NA
843,3,46,28,16,"Middle class",5,"White","Suburb","Catholic","Midwest","No","College Degree",0
844,2,45,32,18,"Upper class",2,"White","Suburb","Protestant","Midwest","Yes","Grad/Prof Degree",1
846,0,26,NA,15,"Middle class",0,"White","Suburb","Jewish","Midwest","Yes","Some College",NA
847,1,62,25,14,"Middle class",1,"White","Suburb","Jewish","Midwest","Yes","Some College",0
848,1,52,32,15,"Middle class",3,"White","Smaller city","Catholic","Southeast","No","Some College",1
850,2,64,25,14,"Middle class",1,"White","Smaller city","Protestant","Southeast","No","Some College",0
855,1,50,28,16,"Working class",3,"White","Smaller city","Protestant","Southeast","Yes","College Degree",0
856,3,72,21,16,"Middle class",3,"White","Smaller city","Protestant","Southeast","Yes","College Degree",0
858,2,63,23,16,"Middle class",0,"White","Smaller city","Protestant","Southeast","No","College Degree",0
860,0,46,NA,16,"Middle class",2,"White","Smaller city","Protestant","Southeast","Yes","College Degree",NA
862,0,33,NA,12,"Middle class",0,"White","Smaller city","Catholic","Southeast","No","HS Diploma",NA
862,0,52,NA,15,"Middle class",0,"White","Smaller city","None","Southeast","No","Some College",NA
863,0,39,NA,9,"Middle class",0,"Black","Smaller city","Protestant","Southeast","Yes","Less Than HS",NA
864,1,27,26,16,"Working class",0,"White","Smaller city","Protestant","Southeast","No","College Degree",0
865,3,34,NA,13,"Working class",3,"Black","Smaller city","Protestant","Midwest","Yes","Some College",NA
865,8,64,18,8,"Lower class",0,"Hispanic","Smaller city","Catholic","Southeast","Yes","Less Than HS",0
868,0,35,NA,12,"Working class",0,"Hispanic","Smaller city","None","Southeast","Yes","HS Diploma",NA
869,5,35,13,12,"Working class",0,"Hispanic","Smaller city","Catholic","Southeast","No","HS Diploma",0
869,1,33,NA,14,"Working class",4,"Black","Suburb","Protestant","Midwest","Yes","Some College",NA
870,4,60,19,14,"Middle class",1,"White","Suburb","Protestant","Southeast","Yes","Some College",0
871,4,36,27,17,"Middle class",6,"White","Suburb","Catholic","Southeast","Yes","Grad/Prof Degree",0
873,2,38,24,14,"Working class",3,"Hispanic","Suburb","Other","Southeast","Yes","Some College",0
873,2,26,NA,14,"Working class",3,"White","Suburb","Protestant","Midwest","No","Some College",NA
874,4,41,30,18,"Middle class",3,"White","Suburb","Jewish","Southeast","No","Grad/Prof Degree",1
874,2,35,NA,12,"Working class",0,"White","Suburb","Protestant","Midwest","Yes","HS Diploma",NA
875,0,69,NA,12,"Middle class",0,"White","Suburb","Jewish","Southeast","Yes","HS Diploma",NA
876,2,52,33,18,"Middle class",3,"White","Suburb","Jewish","Southeast","Yes","Grad/Prof Degree",1
877,2,31,24,16,"Middle class",4,"White","Suburb","Jewish","Southeast","Yes","College Degree",0
878,2,55,35,17,"Middle class",1,"White","Suburb","None","Southeast","No","Grad/Prof Degree",1
881,2,86,24,13,"Middle class",2,"White","Suburb","Jewish","Southeast","Yes","Some College",0
884,4,79,23,12,"Middle class",0,"White","Suburb","Protestant","Southeast","Yes","HS Diploma",0
885,3,33,26,12,"Middle class",1,"White","Suburb","Protestant","Southeast","Yes","HS Diploma",0
887,0,26,NA,16,"Working class",0,"White","Suburb","Catholic","Southeast","Yes","College Degree",NA
889,1,39,NA,16,"Middle class",1,"White","Suburb","Protestant","Midwest","Yes","College Degree",NA
889,2,46,23,13,"Middle class",4,"Black","Suburb","Protestant","Southeast","No","Some College",0
890,4,44,NA,17,"Middle class",0,"White","Suburb","Protestant","Midwest","No","Grad/Prof Degree",NA
891,0,68,NA,12,"Working class",0,"Black","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
892,0,66,NA,14,"Lower class",6,"Black","Smaller city","Protestant","Southeast","Yes","Some College",NA
893,6,66,16,12,"Working class",2,"Black","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
895,1,75,17,11,"Working class",0,"Black","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
897,2,25,19,14,"Working class",1,"Black","Smaller city","Other","Southeast","Yes","Some College",0
897,0,35,NA,19,"Middle class",6,"White","Suburb","Protestant","Midwest","Yes","Grad/Prof Degree",NA
898,1,29,24,12,"Working class",0,"Hispanic","Smaller city","Catholic","West","Yes","HS Diploma",0
899,1,44,34,14,"Middle class",0,"Hispanic","Smaller city","Catholic","West","No","Some College",1
900,0,28,NA,16,"Working class",1,"Hispanic","Smaller city","Catholic","West","Yes","College Degree",NA
902,3,78,24,12,"Working class",1,"White","Smaller city","Catholic","West","No","HS Diploma",0
903,0,27,NA,12,"Working class",1,"White","Suburb","None","Midwest","Yes","HS Diploma",NA
905,6,69,23,18,"Working class",1,"Other","Smaller city","Catholic","West","No","Grad/Prof Degree",0
906,2,49,27,16,"Middle class",0,"White","Smaller city","Other","West","No","College Degree",0
908,0,35,NA,18,"Working class",0,"White","Smaller city","Protestant","Midwest","Yes","Grad/Prof Degree",NA
912,0,22,NA,16,"Middle class",0,"White","Smaller city","None","West","Yes","College Degree",NA
914,2,28,19,14,"Working class",1,"Black","Smaller city","Other","West","No","Some College",0
915,3,60,30,20,"Upper class",3,"White","Suburb","Protestant","West","No","Grad/Prof Degree",1
919,3,64,31,18,"Upper class",0,"White","Suburb","Catholic","West","Yes","Grad/Prof Degree",1
920,2,48,34,16,"Middle class",4,"White","Smaller city","None","West","Yes","College Degree",1
921,2,63,27,13,"Working class",2,"White","Smaller city","Catholic","West","No","Some College",0
923,4,65,NA,12,"Middle class",0,"White","Smaller city","Protestant","Midwest","Yes","HS Diploma",NA
924,0,35,NA,18,"Middle class",1,"White","Suburb","Protestant","Midwest","No","Grad/Prof Degree",NA
925,0,64,NA,20,"Middle class",2,"White","Smaller city","Catholic","West","No","Grad/Prof Degree",NA
927,4,50,26,18,"Middle class",5,"White","Smaller city","Protestant","West","No","Grad/Prof Degree",0
928,1,36,23,16,"Middle class",0,"White","Suburb","Other","West","No","College Degree",0
930,1,40,NA,14,"Working class",2,"White","Suburb","Protestant","Midwest","Yes","Some College",NA
932,3,48,19,13,"Working class",0,"White","Suburb","Eastern","West","No","Some College",0
933,4,58,20,14,"Middle class",8,"White","Suburb","Catholic","West","No","Some College",0
934,2,35,28,17,"Middle class",0,"Other","Suburb","Eastern","West","Yes","Grad/Prof Degree",0
935,0,26,NA,12,"Working class",0,"Other","Suburb","Catholic","West","No","HS Diploma",NA
936,0,23,NA,15,"Working class",1,"White","Suburb","None","West","No","Some College",NA
938,2,46,NA,15,"Working class",3,"Other","Suburb","Protestant","West","Yes","Some College",NA
939,0,51,NA,15,"Working class",1,"White","Suburb","None","West","No","Some College",NA
940,1,23,NA,12,"Middle class",0,"Other","Suburb","Protestant","West","No","HS Diploma",NA
941,0,29,NA,14,"Working class",2,"White","Suburb","None","West","Yes","Some College",NA
942,3,56,18,13,"Working class",0,"White","Suburb","Protestant","West","Yes","Some College",0
943,0,40,NA,12,"Middle class",1,"White","Suburb","None","West","Yes","HS Diploma",NA
944,3,50,24,12,"Working class",0,"White","Suburb","Protestant","West","Yes","HS Diploma",0
945,5,48,17,14,"Working class",1,"White","Suburb","Protestant","West","Yes","Some College",0
947,4,35,19,12,"Lower class",0,"White","Suburb","Catholic","West","No","HS Diploma",0
950,3,47,21,12,"Lower class",0,"White","Suburb","Protestant","West","Yes","HS Diploma",0
952,3,44,24,18,"Working class",1,"White","Smaller city","Catholic","Northeast","No","Grad/Prof Degree",0
954,0,67,NA,12,"Working class",0,"White","Smaller city","Catholic","Northeast","No","HS Diploma",NA
955,3,73,21,11,"Middle class",1,"White","Suburb","Protestant","Northeast","Yes","Less Than HS",0
957,1,30,24,10,"Working class",1,"White","Suburb","Other","Northeast","No","Less Than HS",0
958,1,27,25,17,"Working class",0,"White","Suburb","Other","Northeast","Yes","Grad/Prof Degree",0
960,0,23,NA,16,"Middle class",2,"White","Smaller city","None","West","No","College Degree",NA
961,0,36,NA,12,"Middle class",0,"White","Smaller city","Catholic","West","Yes","HS Diploma",NA
961,0,25,NA,16,"Working class",0,"White","Suburb","Catholic","Northeast","Yes","College Degree",NA
965,0,25,NA,16,"Working class",3,"White","Smaller city","Protestant","Northeast","Yes","College Degree",NA
966,4,55,21,12,"Working class",0,"White","Smaller city","Catholic","Northeast","Yes","HS Diploma",0
967,0,23,NA,12,"Working class",2,"White","Smaller city","Protestant","Northeast","No","HS Diploma",NA
968,2,39,27,12,"Working class",0,"White","Smaller city","Protestant","Northeast","Yes","HS Diploma",0
970,7,70,21,12,"Working class",0,"White","Smaller city","Catholic","Northeast","Yes","HS Diploma",0
975,3,74,28,16,"Upper class",3,"White","Smaller city","Catholic","West","Yes","College Degree",0
976,4,64,20,18,"Middle class",4,"White","Smaller city","Catholic","West","Yes","Grad/Prof Degree",0
976,2,28,NA,10,"Lower class",0,"White","Smaller city","Catholic","West","Yes","Less Than HS",NA
978,0,26,NA,16,"Middle class",2,"White","Smaller city","Protestant","West","No","College Degree",NA
981,0,52,NA,17,"Middle class",1,"White","Smaller city","None","West","No","Grad/Prof Degree",NA
983,0,38,NA,16,"Middle class",1,"White","Suburb","None","West","Yes","College Degree",NA
984,0,31,NA,14,"Working class",1,"Other","Smaller city","Catholic","West","Yes","Some College",NA
985,3,73,18,14,"Middle class",1,"White","Suburb","Protestant","West","Yes","Some College",0
986,2,34,26,18,"Middle class",5,"White","Suburb","Protestant","West","No","Grad/Prof Degree",0
986,2,32,NA,15,"Working class",0,"White","Smaller city","Protestant","West","No","Some College",NA
987,2,32,25,14,"Middle class",0,"White","Suburb","Protestant","Midwest","Yes","Some College",0
988,3,37,22,12,"Working class",3,"White","Suburb","Catholic","Midwest","No","HS Diploma",0
994,3,34,18,14,"Working class",0,"Black","Suburb","Protestant","Midwest","Yes","Some College",0
994,2,36,NA,14,"Upper class",0,"Black","Smaller city","Protestant","Southeast","Yes","Some College",NA
995,0,25,NA,12,"Working class",2,"Black","Suburb","Protestant","Midwest","Yes","HS Diploma",NA
997,4,32,21,14,"Working class",4,"Black","Suburb","Protestant","Midwest","Yes","Some College",0
998,2,59,16,6,"Middle class",0,"Black","Suburb","Protestant","Midwest","No","Less Than HS",0
999,0,19,NA,11,"Working class",2,"Black","Suburb","Protestant","Midwest","Yes","Less Than HS",NA
1000,1,36,31,19,"Middle class",3,"White","Suburb","Jewish","Midwest","No","Grad/Prof Degree",1
1001,4,65,23,20,"Upper class",3,"White","Suburb","Jewish","Midwest","Yes","Grad/Prof Degree",0
1002,1,34,NA,14,"Working class",1,"Black","Smaller city","Protestant","Southeast","Yes","Some College",NA
1003,2,72,NA,8,"Middle class",0,"White","Suburb","Catholic","Southeast","No","Less Than HS",NA
1005,2,56,49,20,"Working class",4,"Black","Smaller city","Catholic","Northeast","No","Grad/Prof Degree",1
1007,2,51,36,15,"Working class",1,"White","Smaller city","Catholic","Northeast","No","Some College",1
1008,3,57,22,13,"Working class",6,"Black","Smaller city","Protestant","Northeast","No","Some College",0
1008,2,82,NA,5,"Middle class",0,"White","Suburb","Catholic","Southeast","Yes","Less Than HS",NA
1009,2,32,19,13,"Working class",0,"Hispanic","Smaller city","Catholic","Northeast","No","Some College",0
1012,1,85,21,8,"Middle class",3,"White","Smaller city","Catholic","Northeast","Yes","Less Than HS",0
1015,2,28,25,12,"Working class",0,"White","Smaller city","None","Northeast","Yes","HS Diploma",0
1017,3,78,21,13,"Working class",0,"White","Smaller city","Catholic","Northeast","Yes","Some College",0
1018,0,20,NA,13,"Middle class",0,"White","Smaller city","None","Northeast","No","Some College",NA
1021,2,54,NA,16,"Middle class",0,"White","Suburb","Catholic","Northeast","Yes","College Degree",NA
1023,1,34,33,12,"Working class",0,"White","Smaller city","Catholic","Northeast","No","HS Diploma",1
1026,0,23,NA,16,"Middle class",0,"White","Smaller city","Catholic","Northeast","No","College Degree",NA
1027,0,19,NA,12,"Working class",0,"White","Smaller city","Protestant","Northeast","Yes","HS Diploma",NA
1028,1,43,NA,17,"Middle class",2,"White","Suburb","Protestant","Northeast","No","Grad/Prof Degree",NA
1031,3,70,22,12,"Middle class",3,"White","Smaller city","Catholic","Northeast","No","HS Diploma",0
1034,1,52,32,16,"Middle class",4,"White","Smaller city","Jewish","Northeast","Yes","College Degree",1
1035,1,46,28,13,"Working class",2,"White","Smaller city","Protestant","Northeast","No","Some College",0
1036,2,69,31,20,"Middle class",3,"White","Smaller city","Catholic","Northeast","No","Grad/Prof Degree",1
1036,0,38,NA,16,"Middle class",0,"White","Suburb","Catholic","Northeast","Yes","College Degree",NA
1037,1,32,27,18,"Working class",1,"White","Smaller city","Catholic","Northeast","Yes","Grad/Prof Degree",0
1039,0,38,NA,14,"Middle class",0,"Black","Smaller city","Protestant","Northeast","Yes","Some College",NA
1039,0,67,NA,12,"Middle class",1,"White","Suburb","Catholic","Northeast","No","HS Diploma",NA
1040,2,46,NA,18,"Working class",6,"White","Suburb","Catholic","Northeast","No","Grad/Prof Degree",NA
1041,2,77,35,19,"Middle class",0,"White","Smaller city","Protestant","Northeast","No","Grad/Prof Degree",1
1042,0,44,NA,13,"Working class",1,"White","Smaller city","Catholic","Northeast","No","Some College",NA
1043,3,41,20,15,"Middle class",2,"White","Smaller city","Catholic","Northeast","Yes","Some College",0
1048,1,79,NA,12,"Middle class",1,"White","Smaller city","Protestant","Northeast","Yes","HS Diploma",NA
1049,1,48,NA,12,"Working class",1,"White","Smaller city","Protestant","Northeast","No","HS Diploma",NA
1049,2,38,23,12,"Middle class",0,"White","Smaller city","Other","Northeast","No","HS Diploma",0
1050,0,32,NA,20,"Middle class",1,"Black","Smaller city","Protestant","Northeast","Yes","Grad/Prof Degree",NA
1051,0,47,NA,20,"Middle class",3,"White","Suburb","Protestant","West","No","Grad/Prof Degree",NA
1054,1,34,28,14,"Middle class",2,"White","Smaller city","Catholic","Northeast","Yes","Some College",0
1055,2,38,30,16,"Middle class",6,"White","Smaller city","Catholic","Northeast","Yes","College Degree",1
1057,2,46,NA,16,"Middle class",2,"White","Suburb","Other","West","No","College Degree",NA
1061,2,60,20,16,"Middle class",2,"White","Smaller city","Protestant","Northeast","No","College Degree",0
1062,0,31,NA,16,"Working class",1,"White","Smaller city","None","West","Yes","College Degree",NA
1063,4,83,27,12,"Middle class",0,"White","Smaller city","Catholic","Northeast","Yes","HS Diploma",0
1065,0,49,NA,14,"Middle class",2,"White","Smaller city",NA,"Northeast","Yes","Some College",NA
1066,0,32,NA,16,"Working class",0,"White","Smaller city","Protestant","Northeast","Yes","College Degree",NA
1067,2,81,28,16,"Upper class",6,"White","Smaller city","None","Northeast","No","College Degree",0
1068,2,52,23,14,"Middle class",0,"White","Smaller city","Protestant","Northeast","Yes","Some College",0
1070,1,62,30,17,"Upper class",5,"White","Smaller city","Protestant","Northeast","No","Grad/Prof Degree",1
1071,2,34,NA,16,"Middle class",0,"Other","Suburb","None","West","No","College Degree",NA
1072,0,26,NA,15,"Working class",0,"White","Smaller city","Protestant","Northeast","Yes","Some College",NA
1073,0,42,NA,14,"Middle class",2,"White","Smaller city","Protestant","Northeast","No","Some College",NA
1077,2,42,37,16,"Middle class",3,"White","Suburb","Protestant","Northeast","Yes","College Degree",1
1080,0,24,NA,16,"Middle class",2,"White","Suburb","Catholic","Northeast","Yes","College Degree",NA
1080,2,47,NA,14,"Middle class",4,"White","Suburb","Catholic","West","Yes","Some College",NA
1081,0,27,NA,18,"Working class",1,"White","Suburb","Protestant","Northeast","No","Grad/Prof Degree",NA
1084,1,52,27,16,"Middle class",1,"White","Rural","Protestant","Northeast","Yes","College Degree",0
1086,3,44,NA,10,"Middle class",1,"White","Smaller city","Other","Northeast","Yes","Less Than HS",NA
1087,2,41,28,16,"Middle class",2,"White","Rural","None","Northeast","Yes","College Degree",0
1091,6,89,22,12,"Working class",2,"White","Rural","Protestant","Northeast","Yes","HS Diploma",0
1091,0,32,NA,19,"Middle class",1,"White","Smaller city","None","Northeast","Yes","Grad/Prof Degree",NA
1092,2,40,32,16,"Middle class",2,"White","Rural","Catholic","Northeast","Yes","College Degree",1
1093,2,52,28,17,"Middle class",1,"White","Rural","Catholic","Northeast","Yes","Grad/Prof Degree",0
1093,2,45,NA,18,"Middle class",3,"White","Smaller city","Catholic","Northeast","No","Grad/Prof Degree",NA
1095,2,37,26,12,"Working class",1,"White","Rural","Other","Northeast","Yes","HS Diploma",0
1098,2,56,20,12,"Middle class",2,"White","Rural","Protestant","Northeast","Yes","HS Diploma",0
1100,2,44,27,14,"Middle class",2,"White","Rural","Catholic","Northeast","No","Some College",0
1103,3,68,21,12,"Middle class",0,"White","Rural","Protestant","Northeast","Yes","HS Diploma",0
1103,4,89,NA,12,"Middle class",0,"White","Smaller city","None","Northeast","Yes","HS Diploma",NA
1107,1,44,33,16,"Working class",8,"Black","Suburb","Protestant","Northeast","Yes","College Degree",1
1108,0,50,NA,15,"Working class",4,"Black","Suburb","Protestant","Northeast","No","Some College",NA
1109,2,49,24,13,"Middle class",2,"White","Suburb","Catholic","Northeast","No","Some College",0
1110,0,55,NA,12,"Working class",1,"White","Suburb","Protestant","Northeast","No","HS Diploma",NA
1111,4,33,19,13,"Working class",0,"White","Suburb","Catholic","Northeast","Yes","Some College",0
1113,1,55,30,14,"Working class",0,"White","Suburb","Protestant","Northeast","Yes","Some College",1
1114,0,46,NA,9,"Lower class",0,"White","Suburb","Other","Northeast","No","Less Than HS",NA
1116,1,45,32,12,"Middle class",0,"White","Suburb","Protestant","Northeast","Yes","HS Diploma",1
1117,1,58,28,14,"Lower class",3,"Black","Suburb","Protestant","Northeast","No","Some College",0
1119,0,56,NA,13,"Working class",0,"White","Suburb","Protestant","Northeast","Yes","Some College",NA
1120,2,48,21,12,"Middle class",1,"White","Suburb","Catholic","Northeast","No","HS Diploma",0
1121,2,57,30,16,"Working class",1,"White","Suburb","Catholic","Northeast","No","College Degree",1
1121,0,27,NA,12,"Middle class",1,"White","Smaller city","Protestant","Northeast","Yes","HS Diploma",NA
1122,0,51,NA,14,"Working class",4,"White","Suburb","Protestant","Northeast","No","Some College",NA
1123,1,36,30,11,"Working class",0,"White","Suburb","Protestant","Northeast","Yes","Less Than HS",1
1128,1,35,NA,19,"Middle class",1,"White","Smaller city","None","Northeast","Yes","Grad/Prof Degree",NA
1129,1,22,18,11,"Working class",0,"White","Suburb","Other","Northeast","Yes","Less Than HS",0
1130,0,58,NA,12,"Middle class",3,"White","Suburb","Other","Northeast","Yes","HS Diploma",NA
1133,0,21,NA,14,"Middle class",0,"White","Smaller city","Catholic","Northeast","Yes","Some College",NA
1134,4,38,NA,7,"Lower class",0,"Other","Smaller city","Protestant","Northeast","Yes","Less Than HS",NA
1134,1,43,27,12,"Working class",0,"White","Suburb","Other","Northeast","Yes","HS Diploma",0
1136,1,31,21,14,"Lower class",2,"White","Suburb","Protestant","Northeast","Yes","Some College",0
1137,0,54,NA,13,"Working class",1,"White","Suburb","Protestant","Northeast","No","Some College",NA
1141,3,72,33,11,"Working class",3,"White","Smaller city","None","Midwest","No","Less Than HS",1
1142,1,25,23,13,"Middle class",0,"White","Smaller city","Catholic","Midwest","Yes","Some College",0
1143,0,67,NA,17,"Middle class",4,"White","Smaller city","None","Midwest","No","Grad/Prof Degree",NA
1144,0,41,NA,12,"Working class",0,"White","Suburb","Catholic","Northeast","Yes","HS Diploma",NA
1144,0,21,NA,14,"Middle class",1,"White","Smaller city","Protestant","Midwest","Yes","Some College",NA
1145,0,38,NA,16,"Middle class",4,"White","Suburb","Catholic","Northeast","Yes","College Degree",NA
1146,2,27,25,17,"Middle class",3,"White","Smaller city","Catholic","Midwest","Yes","Grad/Prof Degree",0
1147,0,36,NA,12,"Working class",1,"White","Smaller city","Protestant","Midwest","No","HS Diploma",NA
1148,0,35,NA,16,"Middle class",3,"White","Smaller city","Protestant","Midwest","Yes","College Degree",NA
1149,0,89,NA,12,"Working class",0,"White","Smaller city","Protestant","Midwest","Yes","HS Diploma",NA
1150,0,62,NA,9,"Working class",0,"White","Smaller city","None","Midwest","No","Less Than HS",NA
1151,6,81,26,13,"Middle class",2,"White","Smaller city","Catholic","Midwest","Yes","Some College",0
